wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_Kepler,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
800.0,0.8701818181818182,0.985,0.985,0.985,0.9068646620091337,0.9800139747023963,0.22012424514925788,0.7541559733444528,0.2157248364170889,0.16269017398270255
805.0,0.8684181818181819,0.985,0.985,0.985,0.9071356143144476,0.9841859055729414,0.21417020361345282,0.752852361189416,0.21078329579004731,0.1586887019348242
810.0,0.8681090909090909,0.985,0.985,0.985,0.9073806382419304,0.9856688462196982,0.21022652237439532,0.7527876814554365,0.2072137337535498,0.15598794619805886
815.0,0.868,0.985,0.985,0.985,0.9076009113548026,0.987151786866455,0.2076531183145529,0.7528758040155429,0.2049851467926023,0.15432835720272453
820.0,0.868,0.985,0.985,0.985,0.90779822225902,0.9839649020823138,0.20318558877342996,0.7530394779429214,0.19992748796198528,0.1505532911613331
825.0,0.867909090909091,0.985,0.985,0.985,0.9079741281922511,0.9780073589504322,0.1887123655125789,0.7531065118542251,0.1845620821962459,0.13899490594336752
830.0,0.8676363636363637,0.985,0.985,0.985,0.9081302109042556,0.9720381443683875,0.17148673271444442,0.7529992795048654,0.16669164545154622,0.12551868892449478
835.0,0.8676363636363637,0.985,0.985,0.985,0.9082680544897223,0.9660527102591785,0.17097313701819497,0.7531135760223631,0.16516906239794113,0.12439106323077427
840.0,0.8676363636363637,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.908389224427316,0.9627092831104787,0.1809295564440573,0.7509223224244103,0.1741825635777553,0.1307975751676455
845.0,0.8686181818181818,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9084952495111577,0.9693468788855315,0.17987707142892378,0.7518598119721813,0.17436327777269708,0.13109674124103327
850.0,0.871090909090909,0.983,0.983,0.983,0.9085876067535225,0.9759844746605844,0.16713603654016387,0.7517801311833043,0.16312217681950406,0.12263201148827292
855.0,0.8734363636363636,0.982,0.982,0.982,0.9086676074773428,0.9741437984472298,0.15230026491884377,0.7515723230774105,0.14836235857256183,0.11150504248962406
860.0,0.8749818181818181,0.983,0.983,0.983,0.90873668486517,0.9706244940048074,0.13896878806048552,0.7552620144348001,0.13488650959367007,0.10187465695579426
865.0,0.8779090909090908,0.983,0.983,0.983,0.9087961354855555,0.9638054144837621,0.1350141011993655,0.7578383371079425,0.13012732176760705,0.0986154731406735
870.0,0.8799636363636364,0.982,0.982,0.982,0.9088471329109453,0.9530579215087754,0.13830111365536132,0.7573384920681634,0.13180897192272759,0.0998240080370134
875.0,0.8822727272727272,0.981,0.981,0.981,0.9088907653878302,0.9136987750718838,0.1376146138440777,0.7570447771179377,0.12573830410132408,0.09518952640357436
